Sr. Number,Gender,Education_Level_Simplified,Job Title,Age_simplified,Age,Years_of_Experience_CLEARED,Years_of_Experience,Salary_cleared,Salary,Country,Race,Seniority,Education_Level
5933,Female,3,Data Scientist,Early Career,31,Mid Level,8,High Salary,140000,UK,Mixed,0,Bachelor's
5934,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,70000,Australia,White,0,High School
5935,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,130000,Australia,White,0,Master's
5936,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,USA,Asian,0,Bachelor's
5937,Female,3,Research Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,USA,African American,0,Bachelor's
5938,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,Canada,Asian,0,PhD
5939,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,90000,Canada,Black,0,Bachelor's
5940,Male,3,Research Director,Early Career,34,Senior Level,11,Very High Salary,160000,Canada,Asian,0,Master's
5941,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,60000,Australia,Australian,0,Bachelor's
5942,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,UK,Mixed,0,PhD
5943,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,USA,White,0,Bachelor's
5944,Male,2,Marketing Director,Young Professionals,37,Senior Level,14,Very High Salary,190000,Australia,White,0,Bachelor's
5945,Female,1,Financial Manager,Young Professionals,39,Lead Level,16,Very High Salary,200000,USA,White,0,PhD
5946,Male,1,Product Designer,Early Career,26,Fresher,2,Medium Salary,55000,USA,White,0,Bachelor's
5947,Female,3,Data Scientist,Early Career,31,Mid Level,8,High Salary,140000,Australia,Asian,0,Bachelor's
5948,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,70000,UK,Mixed,0,High School
5949,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,130000,Australia,Asian,0,Master's
5950,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,UK,Asian,0,Bachelor's
5951,Female,3,Research Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,Canada,White,0,Bachelor's
5952,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,Canada,Black,0,PhD
5953,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,90000,China,White,0,Bachelor's
5954,Male,3,Research Director,Early Career,34,Senior Level,11,Very High Salary,160000,USA,White,0,Master's
5955,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,60000,Australia,Australian,0,Bachelor's
5956,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,China,Chinese,0,PhD
5957,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,China,Chinese,0,Bachelor's
5958,Male,2,Marketing Director,Young Professionals,37,Senior Level,14,Very High Salary,190000,China,White,0,Bachelor's
5959,Female,1,Financial Manager,Young Professionals,39,Lead Level,16,Very High Salary,200000,UK,White,0,PhD
5960,Male,1,Product Designer,Early Career,26,Fresher,2,Medium Salary,55000,China,White,0,Bachelor's
5961,Female,3,Data Scientist,Early Career,31,Mid Level,8,High Salary,140000,UK,Asian,0,Bachelor's
5962,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,70000,Canada,White,0,High School
5963,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,130000,China,White,0,Master's
5964,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,Canada,Black,0,Bachelor's
5965,Female,3,Research Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,Canada,Asian,0,Bachelor's
5966,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,USA,African American,0,PhD
5967,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,90000,UK,Asian,0,Bachelor's
5968,Male,3,Research Director,Early Career,34,Senior Level,11,Very High Salary,160000,Canada,White,0,Master's
5969,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,60000,Canada,Asian,0,Bachelor's
5970,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,Canada,Asian,0,PhD
5971,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,Canada,White,0,Bachelor's
5972,Male,2,Marketing Director,Young Professionals,37,Senior Level,14,Very High Salary,190000,Canada,Asian,0,Bachelor's
5973,Female,1,Financial Manager,Young Professionals,39,Lead Level,16,Very High Salary,200000,Australia,Australian,0,PhD
5974,Male,1,Product Designer,Early Career,26,Fresher,2,Medium Salary,55000,Canada,Asian,0,Bachelor's
5975,Female,3,Data Scientist,Early Career,31,Mid Level,8,High Salary,140000,Australia,White,0,Bachelor's
5976,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,70000,Canada,Asian,0,High School
5977,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,130000,UK,Welsh,0,Master's
5978,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,Australia,Asian,0,Bachelor's
5979,Female,3,Research Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,Canada,Black,0,Bachelor's
5980,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,USA,African American,0,PhD
5981,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,90000,Australia,Asian,0,Bachelor's
5982,Male,3,Research Director,Early Career,34,Senior Level,11,Very High Salary,160000,UK,Asian,0,Master's
5983,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,60000,China,Chinese,0,Bachelor's
5984,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,Australia,Australian,0,PhD
5985,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,USA,Hispanic,0,Bachelor's
5986,Male,2,Marketing Director,Young Professionals,37,Senior Level,14,Very High Salary,190000,China,Korean,0,Bachelor's
5987,Female,1,Financial Manager,Young Professionals,39,Lead Level,16,Very High Salary,200000,UK,Asian,0,PhD
5988,Female,1,Marketing Coordinator,Early Career,29,Junior Level,4,Medium Salary,65000,UK,Asian,0,Bachelor's
5989,Male,2,Software Engineer,Early Career,34,Mid Level,9,High Salary,125000,USA,African American,0,Bachelor's
5990,Female,1,Product Manager,Early Career,28,Junior Level,3,Medium Salary,70000,Canada,Asian,0,High School
5991,Male,3,Data Scientist,Early Career,31,Mid Level,7,High Salary,110000,Canada,White,0,Master's
5992,Female,1,Financial Analyst,Young Professionals,37,Senior Level,12,Very High Salary,160000,UK,Asian,0,Bachelor's
5993,Male,1,Marketing Analyst,Early Career,30,Junior Level,4,Medium Salary,75000,China,White,0,Bachelor's
5994,Female,2,Software Engineer,Early Career,33,Mid Level,8,High Salary,120000,UK,Mixed,0,PhD
5995,Male,1,Graphic Designer,Early Career,27,Fresher,2,Invalid,50000,Australia,Australian,0,Bachelor's
5996,Female,1,Product Manager,Early Career,30,Junior Level,5,Medium Salary,85000,USA,White,0,Master's
5997,Male,3,Research Scientist,Young Professionals,36,Senior Level,11,Very High Salary,155000,Canada,White,0,Bachelor's
5998,Male,1,Software Engineer,Early Career,28,Junior Level,3,Medium Salary,70000,UK,White,0,PhD
5999,Female,1,Marketing Manager,Early Career,32,Mid Level,8,High Salary,115000,UK,White,0,Bachelor's
6000,Male,2,Financial Analyst,Early Career,29,Junior Level,5,Medium Salary,95000,USA,African American,0,Bachelor's
6001,Female,1,Marketing Analyst,Early Career,25,Fresher,0,Low Salary,40000,Canada,Asian,0,PhD
6002,Male,1,Project Manager,Early Career,31,Mid Level,6,High Salary,115000,Australia,Australian,0,Bachelor's
6003,Female,3,Research Director,Young Professionals,35,Senior Level,12,Very High Salary,175000,Canada,Black,0,Bachelor's
6004,Male,1,Software Engineer,Early Career,28,Junior Level,3,Medium Salary,70000,Canada,White,0,High School
6005,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,135000,Australia,Australian,0,Master's
6006,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,75000,Canada,Black,0,Bachelor's
6007,Female,0,Customer Service Representative,Early Career,25,Fresher,1,Low Salary,30000,UK,Mixed,0,Bachelor's
6008,Male,3,Research Scientist,Young Professionals,36,Senior Level,13,Very High Salary,185000,UK,Mixed,0,Master's
6009,Female,1,Financial Manager,Young Professionals,40,Senior Level,15,Very High Salary,210000,Australia,Australian,0,Bachelor's
6010,Male,1,Product Designer,Early Career,27,Fresher,1,Low Salary,45000,China,White,0,PhD
6011,Female,3,Data Scientist,Early Career,32,Mid Level,9,High Salary,145000,USA,Hispanic,0,Bachelor's
6012,Male,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,70000,UK,Welsh,0,Bachelor's
6013,Female,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,China,Chinese,0,Master's
6014,Male,0,Delivery Driver,Early Career,24,Fresher,0,Low Salary,28000,Canada,Asian,0,Bachelor's
6015,Male,2,Marketing Director,Young Professionals,38,Senior Level,14,Very High Salary,195000,USA,White,0,Bachelor's
6016,Female,1,Financial Manager,Young Professionals,40,Lead Level,16,Very High Salary,215000,China,White,0,PhD
6017,Male,1,Product Designer,Early Career,27,Fresher,2,Medium Salary,55000,Australia,Asian,0,Bachelor's
6018,Female,3,Data Scientist,Early Career,32,Mid Level,9,High Salary,145000,China,White,0,Bachelor's
6019,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,75000,UK,White,0,Master's
6020,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,135000,China,Chinese,0,Bachelor's
6021,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,Canada,Black,0,Bachelor's
6022,Female,3,Research Scientist,Young Professionals,36,Senior Level,13,Very High Salary,185000,Australia,Asian,0,PhD
6023,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,China,Chinese,0,Bachelor's
6024,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,95000,China,Korean,0,Master's
6025,Male,3,Research Director,Early Career,34,Senior Level,12,Very High Salary,170000,Canada,Black,0,Bachelor's
6026,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,65000,China,White,0,High School
6027,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,Canada,White,0,PhD
6028,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,Canada,White,0,Bachelor's
6029,Male,2,Marketing Director,Young Professionals,38,Senior Level,14,Very High Salary,195000,Canada,Black,0,Bachelor's
6030,Female,1,Financial Manager,Young Professionals,40,Lead Level,16,Very High Salary,215000,China,Korean,0,PhD
6031,Male,1,Product Designer,Early Career,27,Fresher,2,Medium Salary,55000,China,White,0,Bachelor's
6032,Female,3,Data Scientist,Early Career,32,Mid Level,9,High Salary,145000,UK,White,0,Bachelor's
6033,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,75000,USA,African American,0,High School
6034,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,135000,USA,Asian,0,Master's
6035,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,Canada,White,0,Bachelor's
6036,Female,3,Research Scientist,Young Professionals,36,Senior Level,13,Very High Salary,185000,Australia,White,0,Bachelor's
6037,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,Australia,Asian,0,PhD
6038,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,95000,USA,Asian,0,Bachelor's
6039,Male,3,Research Director,Early Career,34,Senior Level,12,Very High Salary,170000,UK,Welsh,0,Master's
6040,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,65000,USA,Asian,0,Bachelor's
6041,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,Canada,Black,0,PhD
6042,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,UK,Welsh,0,Bachelor's
6043,Male,2,Marketing Director,Young Professionals,38,Senior Level,14,Very High Salary,195000,China,Chinese,0,Bachelor's
6044,Female,1,Financial Manager,Young Professionals,40,Lead Level,16,Very High Salary,215000,Australia,White,0,PhD
6045,Male,1,Product Designer,Early Career,27,Fresher,2,Medium Salary,55000,UK,White,0,Bachelor's
6046,Female,3,Data Scientist,Early Career,32,Mid Level,9,High Salary,145000,USA,Asian,0,Bachelor's
6047,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,75000,USA,Hispanic,0,High School
6048,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,135000,Australia,White,0,Master's
6049,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,Canada,Black,0,Bachelor's
6050,Female,3,Research Scientist,Young Professionals,36,Senior Level,13,Very High Salary,185000,USA,African American,0,Bachelor's
6051,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,UK,White,0,PhD
6052,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,95000,Australia,Australian,0,Bachelor's
6053,Male,3,Research Director,Early Career,34,Senior Level,12,Very High Salary,170000,Canada,Asian,0,Master's
6054,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,65000,UK,Welsh,0,Bachelor's
6055,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,USA,Hispanic,0,PhD
6056,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,USA,Hispanic,0,Bachelor's
6057,Male,2,Marketing Director,Young Professionals,38,Senior Level,14,Very High Salary,195000,Australia,Australian,0,Bachelor's
6058,Female,1,Financial Manager,Young Professionals,40,Lead Level,16,Very High Salary,215000,Australia,Australian,0,PhD
6059,Male,1,Product Designer,Early Career,27,Fresher,2,Medium Salary,55000,Canada,Black,0,Bachelor's
6060,Female,3,Data Scientist,Early Career,32,Mid Level,9,High Salary,145000,Canada,Asian,0,Bachelor's
6061,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,75000,China,Chinese,0,High School
6062,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,135000,China,White,0,Master's
6063,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,USA,African American,0,Bachelor's
6064,Female,3,Research Scientist,Young Professionals,36,Senior Level,13,Very High Salary,185000,Australia,Asian,0,Bachelor's
6065,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,China,Korean,0,PhD
6066,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,95000,UK,White,0,Bachelor's
6067,Male,3,Research Director,Early Career,34,Senior Level,12,Very High Salary,170000,Australia,White,0,Master's
6068,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,65000,UK,White,0,Bachelor's
6069,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,China,Chinese,0,PhD
6070,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,Canada,White,0,Bachelor's
6071,Male,2,Marketing Director,Young Professionals,38,Senior Level,14,Very High Salary,195000,UK,Asian,0,Bachelor's
6072,Female,1,Financial Manager,Young Professionals,40,Lead Level,16,Very High Salary,215000,China,Chinese,0,PhD
6073,Male,1,Product Designer,Early Career,27,Fresher,2,Medium Salary,55000,USA,African American,0,Bachelor's
6074,Female,3,Data Scientist,Early Career,32,Mid Level,9,High Salary,145000,Australia,White,0,Bachelor's
6075,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,75000,UK,White,0,High School
6076,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,135000,Australia,Asian,0,Master's
6077,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,Australia,Asian,0,Bachelor's
6078,Female,3,Research Scientist,Young Professionals,36,Senior Level,13,Very High Salary,185000,China,Chinese,0,Bachelor's
6079,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,China,Chinese,0,PhD
6080,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,95000,USA,Asian,0,Bachelor's
6081,Male,3,Research Director,Early Career,34,Senior Level,12,Very High Salary,170000,China,Korean,0,Master's
6082,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,65000,USA,African American,0,Bachelor's
6083,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,China,Korean,0,PhD
6084,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,Australia,White,0,Bachelor's
6085,Male,2,Marketing Director,Young Professionals,38,Senior Level,14,Very High Salary,195000,USA,Asian,0,Bachelor's
6086,Female,1,Financial Manager,Young Professionals,40,Lead Level,16,Very High Salary,215000,UK,White,0,PhD
6087,Male,1,Product Designer,Early Career,27,Fresher,2,Medium Salary,55000,USA,African American,0,Bachelor's
6088,Female,3,Data Scientist,Early Career,32,Mid Level,9,High Salary,145000,Canada,White,0,Bachelor's
6089,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,75000,USA,Hispanic,0,High School
6090,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,135000,China,Korean,0,Master's
6091,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,UK,Welsh,0,Bachelor's
6092,Female,3,Research Scientist,Young Professionals,36,Senior Level,13,Very High Salary,185000,Australia,Australian,0,Bachelor's
6093,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,UK,Welsh,0,PhD
6094,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,95000,USA,White,0,Bachelor's
6095,Male,3,Research Director,Early Career,34,Senior Level,12,Very High Salary,170000,USA,Asian,0,Master's
6096,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,65000,UK,Welsh,0,Bachelor's
